term;gene
;SCCCCL6004F06.g_SS
Transporters;SCEPLB1044E03.g_SS
;SCACAM2044F05.g_SS
Transcription Factor;SCMCRT2105F02.g_SS
Transcription Factor;SCEZRZ1016C02.g_SS
No matches;SCEPAM1053C01.g_SS
Protein kinase;SCEQRT1028B04.g_SS
;SCJFLR1074A01.g_SS
;SCBGLR1099F11.g_SS
;SCVPRT2074G06.g_SS
;SCCCCL4015F02.g_AS
;SCEPAM1053F08.g_SS
;SCEZLB1007H12.g_AS
;SCEPAM1053G08.g_SS
;SCRLAM1013F08.g_AS
;SCMCLR1032G10.g_AS
Cell cycle;SCSBAM1088F01.g_SS
;SCSFAM1074A01.g_SS
;SCRFLR1055G04.g_SS
Stress;SCSFAM1074C06.g_SS
;SCCCRZ2001E05.g_SS
;SCEZRZ3018F05.g_SS
;SCEPAM1054C05.g_SS
;SCSFAM1076F04.g_SS
Cell cycle;SCEPAM1054D02.g_SS
;SCQSRT2033C03.g_SS
;SCEPAM1054C02.g_SS
;SCVPRZ2038A02.g_SS
;SCCCLR2C03A10.g_SS
Cell wall;SCEPAM1054A03.g_SS
Pathogenicity;SCBGLR1023D05.g_SS
Cell cycle;SCJLRZ1023B07.g_SS
Cell cycle;SCCCCL6001D12.g_SS
;SCCCCL4011E08.g_AS
;SCQGRT1043H08.g_AS
;SCQSLR1090B12.g_SS
Secondary metabolism;SCJFLR1013C05.g_AS
;SCEPAM1054G09.g_SS
;SCRLAM1013H05.g_AS
;SCEZFL5092B03.g_SS
;SCRLAM1013H08.g_AS
;SCMCFL5008D02.g_SS
;SCSGFL5C03H04.g_SS
;SCSGFL5C04H12.g_SS
Nucleic acid metabolism;SCQGST1034G07.g_SS
;SCACLR2007B02.g_SS
;SCQSLR1018D09.g_AS
;SCSGFL5C08A08.g_SS
Protein kinase;SCCCLR2003E06.g_SS
;SCJFLR1017F06.g_SS
;SCEZRZ1013A12.g_SS
;SCEZFL5090E11.g_SS
;SCEPRT2048E11.g_SS
;SCQGLB1039C02.g_SS
Hormone biosynthesis;SCVPAM1059B02.g_SS
;SCSFAM1075H04.g_SS
Stress;SCEQAM1035E03.g_SS
;SCVPRZ2035E05.g_SS
Cell wall;SCEQAM1036A06.g_SS
;SCBFLR1026C12.g_SS
;SCSFAM1077G08.g_SS
;SCCCCL3001D11.g_SS
;SCSFAM1077G02.g_SS
;SCRLAM1005F10.g_SS
;SCCCRT2001F01.g_SS
;SCEQRT1026B05.g_SS
;SCBGLR1027E10.g_SS
;SCEQAM1036H02.g_SS
;SCEZFL5089C05.g_SS
;SCEZFL5086G02.g_SS
;SCSGCL6070C02.g_SS
Calcium metabolism;SCEPLR1051D05.g_SS
;SCEZFL5086F10.g_SS
other;SCBGLR1002A11.g_SS
;SCEQRZ3021B02.g_SS
;SCEZFL5088B10.g_SS
;SCSGFL5C08D04.g_SS
;SCSFAM1077D04.g_SS
;SCCCLR1001D03.g_SS
;SCEZLR1031H11.g_SS
Cell cycle;SCCCLR1C02D02.g_SS
;SCRLAM1010C03.g_SS
;SCJFRT1009E02.g_SS
Nucleic acid metabolism;SCCCCL4017F10.g_SS
;SCCCLR1C10C04.g_SS
;SCSFAM1077C08.g_SS
Amino acid metabolism;SCCCLB1003B08.g_SS
;SCEQAM1037C08.g_SS
;SCEQAM1038H06.g_SS
;SCJLAM2091B03.g_SS
;SCCCRZ1C01B10.g_SS
Cell cycle;SCQGLR2025D03.g_SS
Nucleic acid metabolism;SCEZLR1009F03.g_SS
;SCSGFL5C08E01.g_SS
;SCCCST1004C03.g_SS
;SCEPAM1024C09.g_SS
;SCEZFL5083C02.g_SS
Cell wall;SCSGAM2105D04.g_SS
;SCEZFL5083E02.g_SS
;SCEZFL5083G03.g_SS
;SCCCLR2001D06.g_SS
;SCCCRZ2004B07.g_SS
;SCCCCL4014A04.g_SS
;SCCCRZ2003C01.g_SS
Nucleic acid metabolism;SCCCST1008B08.g_SS
;SCCCST2004E07.g_SS
;SCBGAM1092D06.g_SS
;SCCCAM2C07C05.g_SS
;SCEQAM1037B01.g_SS
;SCBGLR1117C12.g_SS
;SCJFRZ1007A07.g_SS
Cell wall;SCQSLB1052E07.g_SS
No matches;SCBFRZ2019D02.g_SS
Amino acid metabolism;SCEQLR1050G04.g_AS
;SCBFAD1092E03.g_SS
;SCRFLB2056F01.g_SS
Cell cycle;SCEPAM2053F11.g_SS
Bioenergetics;SCBFAD1093B10.g_SS
;SCSBLB1032A10.g_SS
Unknown protein;SCRFLB2056B08.g_SS
Cell cycle;SCBFAD1093E09.g_SS
;SCEQRT2028A05.g_AS
;SCBFAD1093D08.g_SS
;SCBFAD1093H12.g_SS
;SCCCLB1C04F01.g_SS
;SCCCCL4010D03.g_SS
;SCBGAM1089C03.g_SS
;SCCCLR1066H03.g_SS
;SCBFRZ2019E02.g_SS
Cell cycle;SCBGAM1089E07.g_SS
;SCRFFL5035D06.g_SS
;SCRFLB2059G05.g_SS
;SCEZLB2066A04.g_SS
;SCEQRT1025H02.g_SS
Secondary metabolism;SCSGLR1045D05.g_SS
;SCQGAM2028H05.g_SS
Calcium metabolism;SCVPLR1049C09.g_SS
;SCBGAM1089F02.g_SS
Protein metabolism;SCBFRZ2048H03.g_SS
;SCBGAM1089G01.g_SS
No matches;SCEPRZ1009D09.g_SS
;SCBFAD1094C03.g_SS
;SCBFAD1094C11.g_SS
Cell wall;SCMCST1055D06.g_SS
Protein kinase;SCVPLR2019G07.g_AS
;SCEQRT2101B06.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCEPAM1020A08.g_AS
Cell wall;SCEZRT2019F04.g_SS
Carbohydrate metabolism;SCQSLB1049B07.g_SS
Nucleic acid metabolism;SCCCAM2003H11.g_SS
;SCCCLR1072H03.g_SS
;SCBFAD1094D08.g_SS
Transcription Factor;SCACCL6009B02.g_SS
;SCBFAD1094D06.g_SS
;SCEZLB2070E04.g_SS
Transcription Factor;SCVPRZ3026C06.g_SS
Stress;SCVPRZ2036B11.g_SS
Transcription Factor;SCSBHR1056H09.g_SS
Stress;SCCCLR1069D05.g_SS
;SCACAM1072D11.g_SS
Cell wall;SCJLLB2076C12.g_SS
;SCCCRZ1002B12.g_SS
Amino acid metabolism;SCCCLR1065F08.g_SS
;SCCCLB1004H10.g_SS
;SCSGFL1080H04.g_SS
;SCEZLB2070H08.g_SS
;SCBFRT1069G12.g_SS
;SCVPRT2083B02.g_SS
;SCBGAM1089B05.g_SS
;SCBGLR1118D08.g_SS
;SCQGST1031B03.g_SS
;SCEPAM1017B07.g_SS
;SCCCLR1079G05.g_SS
;SCVPAM1055E12.g_SS
;SCCCST2004C06.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCJFRT1005C01.g_SS
;SCCCST3002H09.g_AS
;SCRFAD1022B05.g_SS
Protein kinase;SCRFAD1022A03.g_SS
Phytosiderophores;SCEZRZ1017H11.g_SS
;SCRFAD1022F04.g_SS
Transcription Factor;SCRURT2010A10.g_SS
Ubiquitination;SCJFRZ2010E12.g_AS
;SCRFAD1020H08.g_SS
Hormone biosynthesis;SCEZLR1009E06.g_SS
;SCRFAD1020H06.g_SS
;SCMCFL5005H12.g_SS
Development;SCEQRT1030A03.g_SS
Protein metabolism;SCJFRZ2009E12.g_SS
Hormone related;SCQGLB1030E04.g_SS
Transcription Factor;SCCCRT1003H11.g_SS
;SCJLLB2077B06.g_SS
Transporters;SCJLST1022A09.g_SS
;SCBFAD1096H08.g_SS
;SCCCCL5071B01.g_SS
;SCJLLB2077A12.g_SS
Protein metabolism;SCEPAM2012D09.g_SS
;SCJFRZ2026H12.g_SS
Protein kinase;SCMCRZ3065G02.g_SS
DNA metabolism;SCCCLR1068G11.g_SS
;SCACAM1072H01.g_SS
;SCACAM1072B05.g_SS
;SCEQRT2090F03.g_SS
;SCCCLR1C07D06.g_SS
Transcription Factor;SCJFRZ2009D12.g_SS
;SCEQLB1066A06.g_SS
;SCJLRT1017D10.g_SS
other;SCMCLR1123E10.g_AS
Protein metabolism;SCACLR2014C06.g_AS
;SCQSAM1031F01.g_AS
;SCCCAM2C03E12.g_SS
;SCUTAM2005E01.g_AS
;SCSGRZ3061G02.g_SS
;SCJLLB2077E03.g_SS
;SCEZRZ1016D11.g_AS
;SCVPRZ2037B09.g_SS
Cell cycle;SCJLLR1033A11.g_AS
;SCJLLB2077D08.g_SS
;SCRFLR2021D01.g_SS
;SCEZFL4047A12.g_SS
Stress;SCQSRT2035C04.g_SS
;SCJLLB2078D10.g_SS
;SCSGST3119F11.g_SS
Transcription Factor;SCBFRZ2018G02.g_SS
Pathogenicity;SCMCCL6055H06.g_SS
Unknown protein;SCCCLB1001C08.g_SS
;SCQSST1038A08.g_SS
;SCSFAD1110E05.g_SS
;SCJFRZ2028D05.g_SS
Stress;SCEZLB1010A03.g_SS
;SCACAM1072C12.g_SS
Transporters;SCCCLR1072A03.g_AS
;SCQGAM1048E11.g_AS
;SCSGST1068B03.g_SS
;SCQGAM1048G05.g_AS
;SCQGAM1048E01.g_AS
;SCQGAM1046G12.g_AS
;SCQGSD1044G05.g_AS
;SCCCLR1065E06.g_SS
No matches;SCEZRT3069E08.g_SS
;SCCCLV1003B03.g_AS
Development;SCSBHR1050B11.g_SS
;SCEZRZ3098F04.g_SS
;SCBGRT3072H07.g_SS
;SCAGCL6013C08.g_SS
;SCJFSB1013E11.g_SS
;SCQGAM1048F02.g_AS
Protein kinase;SCRUAD1060D02.g_AS
Cell wall;SCEQLR1091B12.g_AS
;SCCCRZ2C03C03.g_AS
;SCBFLR1026A11.g_AS
Receptors;SCRURT3061H09.b_SS
Unknown protein;SCRFAM1025A12.g_AS
Small GTPases;SCCCLR1C07A11.g_SS
;SCCCST2002F12.g_AS
No matches;SCQGSD1046A08.g_AS
;SCEZRZ1014F10.g_SS
Stress;SCRFSD1022A08.g_AS
;SCJLRT3077E01.g_SS
;SCVPRT2073F11.g_SS
;SCSBAD1052A07.g_SS
;SCJLRT3077C07.g_SS
Transcription Factor;SCAGLR2033E10.g_SS
;SCRFSD1019E06.g_AS
;SCAGAM2016C10.g_SS
;SCRFSD1020A03.g_AS
;SCJLRT3077D08.g_SS
Pathogenicity;SCJLST1027B08.b_AS
;SCQSAM1032B04.g_AS
Cell cycle;SCMCCL6051A12.g_AS
Protein phosphatase;SCRLAM1014C02.g_AS
;SCEZLB1005B03.g_AS
;SCJFRZ2013E09.g_AS
;SCJLRT3079C08.g_SS
;SCCCLR2001E03.g_SS
;SCBGRT3075D01.g_SS
;SCAGLR2011E07.g_AS
No matches;SCJLRT1023H11.g_SS
;SCRFLR1034E09.g_SS
;SCBFLB2093H06.g_AS
;SCSGAM2076H12.g_SS
No matches;SCCCLV1001C11.g_AS
;SCCCCL3120A08.b_SS
Transcription Factor;SCQGRT1042C12.g_AS
;SCBFRZ2018D12.g_SS
;SCMCSB1116A03.g_AS
Stress;SCJLRT3079H08.g_SS
Stress;SCRLAM1006E01.g_AS
Stress;SCJFRT2054G08.g_AS
;SCRLAM1006A12.g_AS
;SCCCCL4004C07.g_AS
;SCRLAM1005D07.g_AS
;SCJFRZ2028G02.g_AS
;SCQSFL1130C02.g_AS
;SCRLAM1005D09.g_AS
;SCMCST1050G12.g_AS
Secondary metabolism;SCRURT2007A09.g_SS
Pathogenicity;SCRLAM1005D08.g_AS
;SCCCLR1C01G05.g_SS
;SCAGLB2047F12.g_SS
;SCSGST1068C02.g_SS
;SCBFRZ2045H09.g_SS
;SCBGAM1090H02.g_SS
;SCAGLB2050B08.g_SS
;SCEQRT1024H01.g_SS
Stress;SCSBAD1054F08.g_SS
Pathogenicity;SCJFRT1061E08.g_SS
;SCCCSD2092A12.g_AS
No matches;SCRFLB2056A06.g_SS
;SCBGAM1090C02.g_SS
;SCUTRZ3103B07.g_SS
;SCAGLB2047F10.g_SS
;SCAGLB2046C01.g_SS
Amino acid metabolism;SCQGLR2010C09.g_AS
;SCCCCL4008G02.g_AS
;SCBGAM1091A12.g_SS
;SCBGAM1091B01.g_SS
No matches;SCQGSD1044G12.g_AS
;SCEPAM1021E02.g_SS
Cell wall;SCEQRT3018G04.g_AS
;SCBGAM1091A05.g_SS
No matches;SCBFSD2038H10.g_AS
;SCBGAM1091B08.g_SS
;SCRLAM1009F09.g_AS
;SCCCAM1C01B10.g_AS
;SCVPST1062E10.g_AS
;SCJLAM1062E02.g_AS
Carbohydrate metabolism;SCEPSB1128E09.g_AS
;SCRLAM1010D04.g_AS
No matches;SCBFSD2038F08.g_AS
;SCEQRT2093E02.g_AS
Protein kinase;SCJFRT2055E09.g_AS
Receptors;SCSGLR1084G09.g_AS
Cell wall;SCRLAM1011F07.g_AS
Library-specific;SCBFSD1034C10.g_AS
;SCBFSD2036B04.g_AS
Transporters;SCEZLB1008D12.g_AS
Photosynthesis;SCBFSD2037A07.g_AS
;SCEPLB1044H04.g_AS
;SCEZAD1081D01.g_SS
;SCRFLR2038F10.g_AS
;SCRLAM1006E03.g_AS
No matches;SCBFSD2035H10.g_AS
Carbohydrate metabolism;SCCCLB1001E04.g_AS
Carbohydrate metabolism;SCRLAM1006F12.g_AS
;SCCCLR1076A04.g_AS
Transcription Factor;SCRLAM1006H11.g_AS
;SCSBSD2032E05.g_AS
Stress;SCEPAM1024H12.g_AS
;SCEZAD1079E03.g_SS
;SCVPLR2027B10.g_AS
;SCEZAD1080A04.g_SS
;SCEZAD1080A08.g_SS
;SCJLRZ1027A08.g_SS
;SCUTLR1058D11.g_SS
;SCEZAD1080D01.g_SS
No matches;SCACSD2018G06.g_AS
;SCSBSD2030A01.g_AS
;SCQGSD2044C06.g_AS
Nucleic acid metabolism;SCRURT2014E06.g_AS
;SCBFAD1095E07.g_AS
;SCSBSD2029B08.g_AS
Stress;SCSBSD2029D04.g_AS
No matches;SCSBSD2029D08.g_AS
Carbohydrate metabolism;SCEQLB1068G07.g_SS
;SCBGLR1117E10.g_SS
;SCEZAD1082G04.g_SS
;SCSBRZ3124H10.g_SS
;SCMCRT2107A11.g_SS
;SCEQLB1068H02.g_SS
;SCCCLR1078F10.g_SS
;SCSBAD1053B06.g_SS
;SCEZAD1081G05.g_SS
;SCRLSD2011C05.g_AS
No matches;SCRLSD2011D03.g_AS
Protein kinase;SCAGFL1085G05.g_AS
Transcription Factor;SCSBAD1085B04.g_SS
;SCVPCL6039C04.g_SS
Amino acid metabolism;SCVPLB1016D01.g_SS
;SCSBAD1083H12.g_SS
;SCJLRT1019E02.g_SS
Stress;SCCCLR1070D02.g_SS
Stress;SCSBAD1083F08.g_SS
;SCRLSD2010F08.g_AS
;SCRLSD2009F12.g_AS
Receptors;SCSGST1072B02.g_SS
Transporters;SCMCLR1123E02.g_SS
;SCCCLR1C04B11.g_SS
;SCEPAM2054B10.g_SS
No matches;SCRLSD2009D06.g_AS
;SCSBAD1087C07.g_SS
;SCQSRT2035H12.g_SS
Stress;SCRLSD1010F11.g_AS
;SCCCSD1095B10.g_AS
;SCBFSD1038F10.g_AS
;SCEPAM1051D11.g_SS
;SCVPRT2083C06.g_SS
Cell wall;SCBFAD1089C07.g_SS
;SCCCAM2002C07.g_SS
;SCBFAD1089E02.g_SS
;SCBGLR1115A11.g_SS
;SCVPAM1055F12.g_SS
Secondary metabolism;SCCCCL4013H06.g_SS
Carbohydrate metabolism;SCCCRZ3001D04.g_AS
Cell wall;SCEPRT2043A01.g_AS
;SCVPHR1094B11.g_AS
;SCBFSD1036B06.g_AS
;SCJFLR1035H02.g_AS
;SCBFSD1035C08.g_AS
Amino acid metabolism;SCJFRT2059G11.g_SS
;SCAGAM2018D12.g_SS
;SCBFAD1088E12.g_SS
;SCBFAD1089A02.g_SS
;SCJFRT2057D06.g_SS
Cell wall;SCAGCL6013G04.g_SS
;SCBFSB1045E11.g_SS
;SCRFFL1033B07.g_SS
Transporters;SCEPRZ3045D08.g_SS
Carbohydrate metabolism;SCQSST1040G01.g_SS
;SCBFAD1090F07.g_SS
G protein;SCRFLR2034A04.g_SS
;SCBFAD1090B04.g_SS
;SCBFAD1089G08.g_SS
;SCBFAD1091E04.g_SS
;SCUTRZ2022C11.g_SS
;SCBFAD1091H07.g_SS
;SCCCLR1079H11.g_SS
;SCCCRT2001G07.g_SS
;SCQSLR1040C05.g_SS
;SCQGLR1062D07.g_SS
;SCJFRT1059F07.g_SS
;SCBFAD1091B10.g_SS
;SCRFAM1027E03.g_SS
;SCBFLR1026A11.g_SS
;SCCCCL4008G02.g_SS
;SCRFAM1028G01.g_SS
;SCRFAM1028B02.g_SS
Transporters;SCJFRZ2013F03.g_SS
;SCRFAM1027G04.g_SS
;SCBFRZ2017F08.g_SS
Carbohydrate metabolism;SCACLR1130F04.g_SS
;SCEPSD2006A08.g_SS
;SCRFAM1027E07.g_SS
;SCRFAM1027E09.g_SS
;SCSGAD1143B11.g_SS
;SCJLRT2049D12.g_SS
;SCSFSB1102C12.g_SS
;SCRUFL3063G01.g_SS
;SCRFST1042C02.g_SS
;SCJFRZ2015A08.g_SS
Cell wall;SCCCLR1001A05.g_SS
Ubiquitination;SCQSLR1018G12.g_SS
;SCRLAM1005D01.g_SS
Amino acid metabolism;SCQGLR2010C09.g_SS
Nitrogen metabolism;SCEQRT2091E03.g_SS
;SCVPCL6044G03.g_SS
Protein metabolism;SCRLLR1038G11.g_SS
Cell cycle;SCJLLR1033H06.g_SS
;SCEPLR1051H12.g_SS
;SCEPRT2046A01.g_SS
;SCCCCL6002F11.g_SS
;SCJLRT2050G12.g_SS
;SCJFRT1012H11.g_SS
;SCJLRT2050G01.g_SS
Transporters;SCEQRT2028C04.g_SS
;SCJLRT2050D12.g_SS
;SCJLRT2050B07.g_SS
;SCJLRT2050A05.g_SS
;SCJLRT2050A03.g_SS
;SCEQLR1050F05.g_SS
;SCJLRT2049G09.g_SS
;SCQSAM1034G01.g_SS
;SCCCST2002F12.g_SS
;SCEZLR1052G11.g_SS
;SCQGAM1048F02.g_SS
;SCMCRZ3066B03.g_SS
;SCRFAM1029A04.g_SS
Receptors;SCEZLB1010F11.g_SS
;SCRFAM1029A07.g_SS
;SCBFFL5072F08.g_SS
Unknown protein;SCRFAM1025A12.g_SS
;SCEPAM1016H04.g_SS
Pathogenicity;SCJLRT2051B01.g_SS
Transcription Factor;SCBGAD1026G11.g_SS
;SCCCLB1024H05.g_SS
Protein kinase;SCRUAD1060D02.g_SS
;SCJLRT2051B08.g_SS
;SCSGFL5C06E01.g_SS
;SCQSLR1040D10.g_SS
;SCJLRT2051B06.g_SS
;SCSGFL5C06F02.g_SS
;SCCCLR1C05D01.g_SS
;SCBFRZ2019C03.g_SS
;SCBFRZ2019E03.g_SS
Cell wall;SCJLRT2051F02.g_SS
;SCSGLR1045E10.g_SS
;SCJLRT2051E06.g_SS
;SCSGFL5C06C01.g_SS
;SCJLRT2051G08.g_SS
;SCRFAM1026A10.g_SS
Cell wall;SCEQLR1091B12.g_SS
;SCRFAM1026C01.g_SS
;SCEPAM2015E05.g_SS
Cell cycle;SCCCLR1077E03.g_SS
;SCCCRZ2C03C03.g_SS
;SCVPRZ2036F05.g_SS
Transcription Factor;SCJLST1021E11.g_SS
Carbohydrate metabolism;SCJLRT2052C03.g_SS
Carbohydrate metabolism;SCJLRT1021A03.g_SS
;SCJLRT2052C04.g_SS
;SCJLRT2052B07.g_SS
;SCJLRT2052H03.g_SS
Cell wall;SCJLRT2052H01.g_SS
Cell wall;SCEQRT1031B01.g_SS
;SCJLRT2052F08.g_SS
;SCAGCL6012F06.g_SS
;SCACSB1123C02.g_SS
;SCCCFL5058C04.g_SS
;SCCCFL5058B06.g_SS
;SCCCFL5059F12.g_SS
;SCCCLB1021H05.g_SS
;SCCCFL5059G03.g_SS
;SCCCFL5060G10.g_SS
;SCRLSB1042E06.g_SS
;SCSGFL5C08A04.g_SS
;SCEQRT2091H12.g_SS
;SCSGFL5C08E11.g_SS
;SCSGFL5C08D11.g_SS
;SCVPCL6046F11.g_SS
;SCCCFL5055E12.g_SS
;SCJFLR1017D07.g_SS
Protein metabolism;SCVPAM2063E03.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCMCSB1111G10.g_SS
;SCJFAM1068H01.g_SS
;SCCCRZ2001E07.g_SS
;SCCCFL5064C04.g_SS
Receptors;SCCCFL5065A07.g_SS
;SCCCFL5065B10.g_SS
;SCCCRZ2C03A08.g_SS
;SCCCLR1024G05.g_SS
;SCRFAD1023A01.g_SS
Carbohydrate metabolism;SCEQRT2101B12.g_SS
Cell wall;SCEZHR1087F06.g_SS
Cell wall;SCQSRT2036A03.g_SS
No matches;SCCCFL5054H07.g_SS
;SCQGHR1014G05.g_SS
;SCEZLB1012E09.g_SS
;SCRFAD1023D02.g_SS
Protein phosphatase;SCEZHR1088E02.g_SS
;SCAGCL6016H11.g_SS
;SCCCFL5065F10.g_SS
;SCCCLR1077D07.g_SS
;SCEQRT1030E01.g_SS
;SCCCRZ1001F07.g_SS
;SCCCFL5061B02.g_SS
;SCEPAM1107D06.g_SS
Unknown protein;SCCCFL5063B09.g_SS
;SCCCFL5062H06.g_SS
;SCCCFL5062H04.g_SS
Pathogenicity;SCCCFL5062E01.g_SS
;SCCCFL5062D02.g_SS
;SCCCFL5061G09.g_SS
Nucleic acid metabolism;SCCCRZ2001B01.g_SS
;SCCCCL2001H01.b_SS
Receptors;SCCCCL2001G12.b_SS
Stress;SCCCCL2001G03.b_SS
Cell cycle;SCCCCL2001F07.b_SS
;SCCCCL2001F02.b_SS
;SCAGLR1021A10.g_SS
;SCCCCL2001D05.b_SS
;SCBGAM1093A04.g_SS
Protein metabolism;SCCCCL2001C01.b_SS
Stress;SCJLRZ1021A08.g_SS
Calcium metabolism;SCCCCL2001B01.b_SS
;SCUTLR2023C11.g_SS
Amino acid metabolism;SCVPLR1028E09.g_SS
;SCSBAM1085H07.g_SS
Protein metabolism;SCCCLR1C05B06.g_SS
;SCSBFL1101G11.g_SS
Receptors;SCSGHR1067C04.g_SS
;SCSBFL1101G01.g_SS
;SCBGAM1093E09.g_SS
Transporters;SCJFSB1010C03.b_SS
;SCVPLR2005B06.g_SS
;SCJFRZ2015B02.g_SS
Carbohydrate metabolism;SCCCCL2001H04.b_SS
;SCJLRZ1021B10.g_SS
;SCCCFL5096E07.g_SS
;SCSBFL1101F04.g_SS
;SCSBFL1101B04.g_SS
;SCSBFL1101A06.g_SS
;SCJFRZ2015D06.g_SS
;SCCCCL2001A01.b_SS
;SCCCCL3001E08.b_SS
;SCVPRZ3027B07.g_SS
Carbohydrate metabolism;SCCCCL3001E05.b_SS
Receptors;SCCCCL3001G07.b_SS
Amino acid metabolism;SCCCCL3001G05.b_SS
;SCCCCL3001C02.b_SS
Inositol;SCCCAM1C01F03.g_SS
;SCCCCL3001A07.b_SS
;SCCCCL4003D01.g_SS
Phosphatases;SCCCCL3001D09.b_SS
;SCCCHR1002E12.g_SS
;SCCCCL3001D03.b_SS
;SCCCAM1C01C03.g_SS
;SCSFCL6066D05.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCBFLR1026G11.g_SS
;SCCCCL3001A10.g_SS
;SCCCFL5094F05.g_SS
;SCCCCL4004E05.g_SS
;SCCCFL5095A11.g_SS
Nucleic acid metabolism;SCUTRZ3069A01.g_SS
;SCCCFL5096A10.g_SS
;SCCCFL5096B05.g_SS
;SCCCLR1072C01.g_SS
;SCJFRT2058D11.g_SS
;SCCCCL3002A12.b_SS
Cell wall;SCEQSB1015A01.g_SS
;SCJLFL1047H01.g_SS
;SCCCCL2001H11.b_SS
;SCCCCL2001H12.b_SS
;SCRLAM1009H06.g_SS
Receptors;SCCCCL1001A04.b_SS
;SCRLAM1010A04.g_SS
;SCCCCL1001H04.b_SS
;SCCCCL1002A01.b_SS
Unknown protein;SCJLRT3076A06.g_SS
;SCRFRT3057D08.g_SS
Transporters;SCCCCL1001C07.g_SS
Stress;SCCCCL3003B02.b_SS
;SCCCCL1001C06.b_SS
;SCSBFL1105G12.g_SS
;SCEPSB1129H07.g_SS
;SCEZAM1082H12.g_SS
;SCRUHR1075A10.g_SS
;SCJFRT1060F08.g_SS
;SCSBFL1105D11.g_SS
;SCMCFL5008E02.g_SS
;SCCCAM2002C04.g_SS
;SCMCCL6048F09.g_SS
Stress;SCJLRT1017G01.g_SS
;SCCCAM1C01D09.g_SS
Pathogenicity;SCQSRT1035D12.g_SS
;SCVPLR2027B10.g_SS
;SCAGRT3050E08.g_SS
Cell cycle;SCEPAM1023B03.g_SS
;SCJLRT3078D01.g_SS
;SCVPRT2079B11.g_SS
;SCAGRT3050B08.g_SS
;SCRLAM1009F09.g_SS
;SCAGRT3047G03.g_SS
Protein kinase;SCEQRZ3090A11.g_SS
;SCAGRT3048G05.g_SS
;SCCCAM1C01H09.g_SS
;SCRLAM1009G09.g_SS
;SCBGAM1091F12.g_SS
;SCCCCL1001F08.b_SS
;SCAGLR1043A01.g_SS
;SCAGRT3047F08.g_SS
Cell cycle;SCCCCL1002D02.b_SS
Cell wall;SCRLAM1011F07.g_SS
;SCUTLR2030A07.g_SS
;SCCCCL1002C03.b_SS
;SCCCCL1002D09.b_SS
;SCAGRT3047A12.g_SS
;SCCCCL1001G12.b_SS
Stress;SCAGRT3046D01.g_SS
;SCCCCL1002E09.b_SS
;SCJFRZ2014H12.g_SS
;SCCCCL1002E04.b_SS
;SCAGRT3047C08.g_SS
;SCCCCL1002H07.b_SS
;SCCCCL1002F11.b_SS
;SCBGAM1092G11.g_SS
;SCEQRT2095A04.g_SS
;SCCCLR1024F04.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCQGAM2027D02.g_SS
;SCRLFL1005H04.g_SS
;SCJFLR1074C11.g_SS
;SCMCSD2063E03.g_SS
G protein;SCEQLR1007F05.g_SS
;SCJLAM1062E12.g_SS
Cell wall;SCEPAM1022E11.g_SS
;SCCCCL6005H08.g_SS
;SCVPFL3046G12.b_SS
;SCSBFL1103F08.g_SS
;SCCCCL3005C02.b_SS
;SCCCAM1C01B10.g_SS
;SCSBFL1101H03.g_SS
;SCSBFL1101H09.g_SS
;SCEQRT2028A10.g_SS
;SCRLAM1010D04.g_SS
;SCJFRZ2031D03.g_SS
;SCRLAM1010C10.g_SS
;SCRFLB2060D04.g_SS
;SCBFRZ2017D10.g_SS
;SCBFAM2021A02.g_SS
;SCBFLR1026F07.g_SS
Stress;SCQGLB2045H04.g_SS
;SCACLR2022B02.g_SS
Receptors;SCSGLR1084G09.g_SS
;SCEPLB1043C07.g_SS
;SCVPST1062E10.g_SS
;SCQGLB2043D08.g_SS
;SCEPAM1017A12.g_SS
;SCEPAM1017B12.g_SS
;SCMCLR1123F09.g_SS
;SCCCCL4001H12.g_SS
;SCCCCL3003D12.b_SS
Carbohydrate metabolism;SCEPAM1016C08.g_SS
;SCEPAM1016D04.g_SS
Cell cycle;SCCCCL3003C07.b_SS
Transcription Factor;SCRLAM1006H11.g_SS
;SCEPAM1016E09.g_SS
Cell cycle;SCCCCL3003D07.b_SS
;SCACLB1046F12.g_SS
No matches;SCEPAM1016F08.g_SS
;SCCCLR1048B10.g_SS
Calcium metabolism;SCRLAM1007D03.g_SS
;SCSGRT2066F02.g_SS
;SCCCCL3003B06.b_SS
;SCEPAM1017A10.g_SS
;SCCCCL3003A05.b_SS
Stress;SCRLAM1006E01.g_SS
Transcription Factor;SCCCCL3002H08.b_SS
;SCRLAM1006E03.g_SS
;SCCCCL3002G10.b_SS
Carbohydrate metabolism;SCCCLB1001E04.g_SS
;SCCCCL3002E12.b_SS
Carbohydrate metabolism;SCRLAM1006F12.g_SS
;SCCCCL3002E11.b_SS
;SCRLAM1006C11.g_SS
;SCCCLR1080E02.g_SS
;SCSFSB1070C05.g_SS
;SCJLRT1015G06.g_SS
;SCEPAM1017D07.g_SS
